entity_id,sku,libelle,sd_code_sogge,sd_marque,sd_conditionnement,sd_volume,sd_industriel,
82438,mp-22220,M.MAID ABRICOT  IVC 20CL X24,84sogge-1100,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
84160,fb-92058,MINUTE MAID ABRICOT GC        VC 24X20CL,84sogge-1100,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
36378,c10-1100000315,MINUTE MAID NECTAR ABRICOT 20CL VC X24,84sogge-1100,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
36362,c10-1100000326,MINUTE MAID ABC ORANGE 33CL PET X24,84sogge-1137,MINUTE MAID,PET,33CL,COCA COLA ENTREPRISE,
84266,fb-56720,MINUTE MAID ORANGE           PET 24X33CL,84sogge-1137,MINUTE MAID,PET,33CL,COCA COLA ENTREPRISE,
82449,mp-8684,M.MAID ORANGE PET 24X33 CL,84sogge-1137,MINUTE MAID,PET,33CL,COCA COLA ENTREPRISE,
36383,c10-1100000336,MINUTE MAID NECTAR TROPICAL 33CL BTE X24,84sogge-1161,MINUTE MAID,BTE,33CL,COCA COLA ENTREPRISE,
84120,fb-10752,MINUTE MAID TROPICAL         BTE 24X33CL,84sogge-1161,MINUTE MAID,BTE,33CL,COCA COLA ENTREPRISE,
36379,c10-1100000316,MINUTE MAID NECTAR ANANAS 20CL VC X24,84sogge-1199,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
84161,fb-90488,MINUTE MAID ANANAS GC        VC 24X20CL,84sogge-1199,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
82445,mp-250421,BTE M.MAID POMME 15CL X3X8,84sogge-1405,MINUTE MAID,BTE,15CL,COCA COLA ENTREPRISE,
36367,c10-1100003641,MINUTE MAID ABC POMME  15CL BTE X8X3,84sogge-1405,MINUTE MAID,BTE,15CL,COCA COLA ENTREPRISE,
82444,mp-250420,BTE M.MAID ORANGE 15CL X3X8,84sogge-1407,MINUTE MAID,BTE,15CL,COCA COLA ENTREPRISE,
36356,c10-1100003633,MINUTE MAID ABC ORANGE 15CL BTE X8X3,84sogge-1407,MINUTE MAID,BTE,15CL,COCA COLA ENTREPRISE,
36368,c10-1100000330,MINUTE MAID ABC POMME 20CL VC X24,84sogge-1656,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
84165,fb-90492,MINUTE MAID POMME GC          VC 24X20CL,84sogge-1656,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
82440,mp-251128,M.MAID POMME IVC 20CL X24,84sogge-1656,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
36384,c10-1100000388,MINUTE MAID NECTAR TROPICAL 33CL BTE X6,84sogge-1956,MINUTE MAID,BTE,33CL,COCA COLA ENTREPRISE,
82448,mp-2057,BTE M.MAID TROPIC 24X33CL,84sogge-1956,MINUTE MAID,BTE,33CL,COCA COLA ENTREPRISE,
36382,c10-1100000320,MINUTE MAID NECTAR MULTIVITAM 20CL VCX24,84sogge-649,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
84162,fb-90493,MINUTE MAID MULTIVITAM GC     VC 24X20CL,84sogge-649,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
36376,c10-1200053078,MINUTE MAID CITRONNADE 50CL PET X12,84sogge-743,MINUTE MAID,PET,50CL,COCA COLA ENTREPRISE,
83953,fb-111994,MINUTE MAID CITRONNADE       PET 12X50CL,84sogge-743,MINUTE MAID,PET,50CL,COCA COLA ENTREPRISE,
84166,fb-90489,MINUTE MAID TOMATE GC         VC 24X20CL,84sogge-758,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
36374,c10-1100000334,MINUTE MAID ABC TOMATE 20CL VC X24,84sogge-758,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
36364,c10-1100000327,MINUTE MAID ABC PAMPLEMOUSSE 20CL VC X24,84sogge-781,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
84164,fb-90491,MINUTE MAID PAMPLEMOUSSE GC   VC 24X20CL,84sogge-781,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
84163,fb-90490,MINUTE MAID ORANGE GC         VC 24X20CL,84sogge-782,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
82442,mp-251130,M.MAID ORANGE IVC 20CL X24,84sogge-782,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
36358,c10-1100000324,MINUTE MAID ABC ORANGE 20CL VC X24,84sogge-782,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
82447,mp-663,BTE M.MAID POMME 24X33 CL,84sogge-985,MINUTE MAID,BTE,33CL,COCA COLA ENTREPRISE,
84118,fb-10238,MINUTE MAID POMME            BTE 24X33CL,84sogge-985,MINUTE MAID,BTE,33CL,COCA COLA ENTREPRISE,
36370,c10-1100000329,MINUTE MAID ABC POMME 33CL BTE X24,84sogge-985,MINUTE MAID,BTE,33CL,COCA COLA ENTREPRISE,
82439,mp-251127,M.MAID TOMATE IVC 20CL X24,86sogge-405,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
36375,c10-1100000335,MINUTE MAID ABC TOMATE 20CL VP X24,86sogge-405,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
82443,mp-251132,M.MAID ANANAS IVC 20CL X24,86sogge-414,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
36380,c10-1100000317,MINUTE MAID NECTAR ANANAS 20CL VP X24,86sogge-414,MINUTE MAID,BTL,20CL,COCA COLA ENTREPRISE,
36360,c10-1100000322,MINUTE MAID ABC ORANGE 33CL BTE X24,87sogge-47,MINUTE MAID,BTE,33CL,COCA COLA ENTREPRISE,
82446,mp-662,BTE M.MAID ORANGE 24X33CL,87sogge-47,MINUTE MAID,BTE,33CL,COCA COLA ENTREPRISE,
85742,fb-103978,MONSTER ORIGINAL ENERGY         BTE24X25,,MONSTER,,,COCA COLA ENTREPRISE,
36396,c10-1100005893,MONSTER ENERGY PUNCH BTE 50CL X12,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36409,c10-1100001171,MONSTER RIPPER BTE 50CL X12,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36411,c10-1100005642,MONSTER ULTRA SUNRISE BTE 50CL X12,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36407,c10-1100000340,MONSTER LO-CARB BTE 50CL X24,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36408,c10-1100004100,MONSTER REHAB BTE 50CL X12,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
85741,fb-103975,MONSTER ORIGINAL ENERGY         BTE12X50,,MONSTER,,,COCA COLA ENTREPRISE,
36412,c10-1100003919,MONSTER ULTRA ZERO 50CL BTE X12,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36399,c10-1100005892,MONSTER ENERGY THE DOCTOR BTE 50CL X12,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36406,c10-1100001740,MONSTER LO-CARB BTE 50CL X12,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36392,c10-1100001170,MONSTER ENERGY BTE 50CL X12,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36387,c10-1100002991,MONSTER ASSAUT 50CL BTE X12,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36388,c10-1100002160,MONSTER ASSAUT 50CL BTE X24,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36400,c10-1100004745,MONSTER ENERGY THE DOCTOR BTE 50CL X24,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36404,c10-1100000339,MONSTER KHAOS BTE 50CL X24,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36394,c10-1100007782,MONSTER ENERGY BTE 50CL X4x6,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36395,c10-1100005513,MONSTER ENERGY BTE 55.3CL REFERMABLE,,MONSTER,BTE,55.3CL,3CL,COCA COLA ENTREPRISE
36413,c10-1100006442,MONSTER ULTRA ZERO 50CL BTE X24,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
85740,fb-103956,"MONSTER ENERGY DRINK 35,5CL",,MONSTER,,,COCA COLA ENTREPRISE,
82098,mp-33250,BOITE MONSTER ENERGY 24X25CL,,MONSTER,,,COCA COLA ENTREPRISE,
82121,mp-140453,BOITE MONSTER ENERGY 24X25CL,,MONSTER,,,COCA COLA ENTREPRISE,
36405,c10-1100007886,MONSTER LEWIS HAMILTON 50CL BTE X12,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
82122,mp-260556,BOITE MONSTER ENERGY 24X25CL,,MONSTER,,,COCA COLA ENTREPRISE,
36398,c10-1100000338,MONSTER ENERGY SHOT PET 9CL X54,,MONSTER,PET,9CL,COCA COLA ENTREPRISE,
36402,c10-1100005512,MONSTER ENERGY ULTRA RED  BTE 50CL X24,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36391,c10-1100001556,MONSTER ENERGY BTE 25CL X24,,MONSTER,BTE,25CL,COCA COLA ENTREPRISE,
36390,c10-1100006973,MONSTER ENERGY BTE  35.5CL X24,,MONSTER,BTE,35.5CL,5CL,COCA COLA ENTREPRISE
85743,fb-106665,MONSTER ROSSI                BTE 24X50CL,,MONSTER,,,COCA COLA ENTREPRISE,
36393,c10-1100000337,MONSTER ENERGY BTE 50CL X24,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36397,c10-1100005511,MONSTER ENERGY PUNCH BTE 50CL X24,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36401,c10-1100005895,MONSTER ENERGY ULTRA RED  BTE 50CL X12,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36410,c10-1100000341,MONSTER RIPPER BTE 50CL X24,,MONSTER,BTE,50CL,COCA COLA ENTREPRISE,
36389,c10-1100005560,MONSTER ENERGY BTE  35.5CL X12,84sogge-1666,MONSTER,BTE,35.5CL,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
83753,fb-110778,"MONSTER ORIGINAL ENERGY     BTE12X35,5CL",84sogge-1666,MONSTER,BTE,35.5CL,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
83754,fb-110769,"MONSTER ULTRA ZERO          BTE12X35,5CL",84sogge-544,MONSTER,BTE,35.5CL,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36403,c10-1100005561,MONSTER ENERGY ULTRA ZERO BTE 35.5CL X12,84sogge-544,MONSTER,BTE,35.5CL,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36421,c10-1100001987,NESTEA MANGUE ANANAS 33CL BTE X24,,NESTEA,BTE,33CL,COCA COLA ENTREPRISE,
36417,c10-1100005673,NESTEA EVASION AU SOLEIL 1L PET  X6,,NESTEA,PET,1L,COCA COLA ENTREPRISE,
36434,c10-1100001853,NESTEA TONICITHE GINSENG 50CL PET X12,,NESTEA,PET,50CL,COCA COLA ENTREPRISE,
36433,c10-1100002852,NESTEA TONICITHE GINSENG 33CL BTE X24,,NESTEA,BTE,33CL,COCA COLA ENTREPRISE,
36422,c10-1100001965,NESTEA MANGUE ANANAS 50CL PET X12,,NESTEA,PET,50CL,COCA COLA ENTREPRISE,
36424,c10-1200015492,NESTEA PECHE BLANCHE 25CL VC X24,,NESTEA,BTL,25CL,COCA COLA ENTREPRISE,
36420,c10-1100002851,NESTEA FRAMBOISE 33CL BTE X24,,NESTEA,BTE,33CL,COCA COLA ENTREPRISE,
36429,c10-1100003274,NESTEA PECHE BLANCHE PET 1.5L X12,,NESTEA,PET,1.5L,5L,COCA COLA ENTREPRISE
36419,c10-1100005671,NESTEA EVASION ORIENTALE 1L PET  X6,,NESTEA,PET,1L,COCA COLA ENTREPRISE,
36427,c10-1100004810,NESTEA PECHE BLANCHE BIB 19L,,NESTEA,BIB,19L,COCA COLA ENTREPRISE,
36426,c10-1100005679,NESTEA PECHE BLANCHE 33CL BTE X6,,NESTEA,BTE,33CL,COCA COLA ENTREPRISE,
36414,c10-1100007050,NESTEA CITRON 1.5L PET X6,,NESTEA,PET,1.5L,5L,COCA COLA ENTREPRISE
36418,c10-1100005409,NESTEA EVASION ORIENTAL  50CL PET X12,,NESTEA,PET,50CL,COCA COLA ENTREPRISE,
83265,mp-260326,NESTEA PECHE  BLC 24X20 CL VC,84sogge-1119,NESTEA,BTL,20CL,COCA COLA ENTREPRISE,
36423,c10-1100001836,NESTEA PECHE 20CL VC X24,84sogge-1119,NESTEA,BTL,20CL,COCA COLA ENTREPRISE,
83849,fb-97816,NESTEA PECHE BLANCHE GC       VC 24X20CL,84sogge-1119,NESTEA,BTL,20CL,COCA COLA ENTREPRISE,
36430,c10-1100000345,NESTEA PECHE BLANCHE PET 1.5L X6,84sogge-1146,NESTEA,PET,1.5L,5L,COCA COLA ENTREPRISE
83915,fb-48034,NESTEA PECHE BLANCHE         PET 6X150CL,84sogge-1146,NESTEA,PET,1.5L,5L,COCA COLA ENTREPRISE
83267,mp-6633,NESTEA PECHE VP 24X25 CL,84sogge-1709,NESTEA,BTL,25CL,COCA COLA ENTREPRISE,
36432,c10-1100000344,NESTEA PECHE BLANCHE VP 25CL X24,84sogge-1709,NESTEA,BTL,25CL,COCA COLA ENTREPRISE,
36428,c10-1100000342,NESTEA PECHE BLANCHE BIB 5L,84sogge-698,NESTEA,BIB,5L,COCA COLA ENTREPRISE,
83699,fb-12478,NESTEA PECHE                      BIB 5L,84sogge-698,NESTEA,BIB,5L,COCA COLA ENTREPRISE,
83263,mp-474,BIB NESTEA PECHE 5 L,84sogge-698,NESTEA,BIB,5L,COCA COLA ENTREPRISE,
36416,c10-1100003921,NESTEA CITRON 50CL PET X12,84sogge-871,NESTEA,PET,50CL,COCA COLA ENTREPRISE,
83954,fb-10582,NESTEA CITRON                PET 12X50CL,84sogge-871,NESTEA,PET,50CL,COCA COLA ENTREPRISE,
83734,fb-100674,NESTEA CITRON                BTE 24X33CL,84sogge-886,NESTEA,BTE,33CL,COCA COLA ENTREPRISE,
36415,c10-1100002812,NESTEA CITRON 33CL BTE X24,84sogge-886,NESTEA,BTE,33CL,COCA COLA ENTREPRISE,
83735,fb-10292,NESTEA PECHE BLANCHE         BTE 24X33CL,84sogge-938,NESTEA,BTE,33CL,COCA COLA ENTREPRISE,
83268,mp-485,BTE NESTEA PECHE 24X33 CL,84sogge-938,NESTEA,BTE,33CL,COCA COLA ENTREPRISE,
36425,c10-1100000343,NESTEA PECHE BLANCHE 33CL BTE X24,84sogge-938,NESTEA,BTE,33CL,COCA COLA ENTREPRISE,
83955,fb-32620,NESTEA PECHE BLANCHE         PET 12X50CL,86sogge-223,NESTEA,PET,50CL,COCA COLA ENTREPRISE,
83264,mp-6686,NESTEA PECHE PET 12X50 CL,86sogge-223,NESTEA,PET,50CL,COCA COLA ENTREPRISE,
36431,c10-1100000346,NESTEA PECHE BLANCHE PET 50CL X12,86sogge-223,NESTEA,PET,50CL,COCA COLA ENTREPRISE,
36448,c10-1100007219,OCEAN SPRAY CRANBERRY MYRTILLE PET 1.25L,,OCEAN SPRAY,PET,1.25L,25L,COCA COLA ENTREPRISE
36438,c10-1100006663,OCEAN SPRAY CRANBERRY CLASSIC PET 1.25L,,OCEAN SPRAY,PET,1.25L,25L,COCA COLA ENTREPRISE
36445,c10-1100003388,OCEAN SPRAY CRANBERRY LIGHT PET 1L X6,,OCEAN SPRAY,PET,1L,COCA COLA ENTREPRISE,
36439,c10-1100000359,OCEAN SPRAY CRANBERRY CLASSIC PET 1L X6,,OCEAN SPRAY,PET,1L,COCA COLA ENTREPRISE,
36447,c10-1100005668,OCEAN SPRAY CRANBERRY MYRTILLE 1L PET X6,,OCEAN SPRAY,PET,1L,COCA COLA ENTREPRISE,
36436,c10-1100007793,OCEAN SPRAY CRANBERRY CLASS 25CL PET X4,,OCEAN SPRAY,PET,25CL,COCA COLA ENTREPRISE,
36444,c10-1100007218,OCEAN SPRAY CRANBERRY LIGHT PET 1.25L,,OCEAN SPRAY,PET,1.25L,25L,COCA COLA ENTREPRISE
36442,c10-1100005672,OCEAN SPRAY CRANBERRY GRENADE 1L PET X6,,OCEAN SPRAY,PET,1L,COCA COLA ENTREPRISE,
36446,c10-1100007222,OCEAN SPRAY CRANBERRY LIME PET 1.25L,,OCEAN SPRAY,PET,1.25L,25L,COCA COLA ENTREPRISE
36443,c10-1100007221,OCEAN SPRAY CRANBERRY GRENADE PET 1.25L,,OCEAN SPRAY,PET,1.25L,25L,COCA COLA ENTREPRISE
36435,c10-1100005896,OCEAN SPRAY CRANB CLASSIC PET 33CL X 12,,OCEAN SPRAY,PET,33CL,COCA COLA ENTREPRISE,
36437,c10-1100005670,OCEAN SPRAY CRANBERRY CLASSIC 33CL PETX8,,OCEAN SPRAY,PET,33CL,COCA COLA ENTREPRISE,
36440,c10-1100007220,OCEAN SPRAY CRANBERRY FRAMB PET 1.25L,,OCEAN SPRAY,PET,1.25L,25L,COCA COLA ENTREPRISE
36441,c10-1100005674,OCEAN SPRAY CRANBERRY FRAMBO 1L PET X6,,OCEAN SPRAY,PET,1L,COCA COLA ENTREPRISE,
82131,mp-260107,POWERADE CHERRY PET 12X50CL,,POWERADE,,,COCA COLA ENTREPRISE,
36454,c10-1100000352,POWERADE ICE STORM POCHE 33CL X12,,POWERADE,SAC,33CL,COCA COLA ENTREPRISE,
82128,mp-7893,POWERADE CITRUS PET 12X50CL,,POWERADE,,,COCA COLA ENTREPRISE,
36449,c10-1100000347,POWERADE AQUA+ PET 50CL X12,,POWERADE,PET,50CL,COCA COLA ENTREPRISE,
36455,c10-1100007260,POWERADE MOUNTAIN BLAST PET 50CL X12,,POWERADE,PET,50CL,COCA COLA ENTREPRISE,
36451,c10-1100000349,POWERADE GOUT CITRON PET 50CL X12,84sogge-1148,POWERADE,PET,50CL,COCA COLA ENTREPRISE,
83963,fb-46995,POWERADE GOUT CITRON         PET 12X50CL,84sogge-1148,POWERADE,PET,50CL,COCA COLA ENTREPRISE,
83964,fb-46994,POWERADE ICE STORM           PET 12X50CL,84sogge-1149,POWERADE,PET,50CL,COCA COLA ENTREPRISE,
82129,mp-7894,POWERADE ICE STORM PET 12X50CL,84sogge-1149,POWERADE,PET,50CL,COCA COLA ENTREPRISE,
36453,c10-1100000351,POWERADE ICE STORM PET 50CL X12,84sogge-1149,POWERADE,PET,50CL,COCA COLA ENTREPRISE,
36452,c10-1100000350,POWERADE GOUT ORANGE PET 50CL X12,84sogge-1649,POWERADE,PET,50CL,COCA COLA ENTREPRISE,
82130,mp-9983,POWERADE ORANGE DUNK PET 12/50,84sogge-1649,POWERADE,PET,50CL,COCA COLA ENTREPRISE,
36450,c10-1100000348,POWERADE GOUT CERISE PET 50CL X12,84sogge-753,POWERADE,PET,50CL,COCA COLA ENTREPRISE,
83962,fb-63088,POWERADE GOUT CERISE         PET 12X50CL,84sogge-753,POWERADE,PET,50CL,COCA COLA ENTREPRISE,
82077,mp-2754,BIB SPRITE 19 L,,SPRITE,,,COCA COLA ENTREPRISE,
36460,c10-1100005338,SPRITE 33CL BTE SLIM X30,,SPRITE,BTE,33CL,COCA COLA ENTREPRISE,
36464,c10-1100000354,SPRITE BIB 5L,,SPRITE,BIB,5L,COCA COLA ENTREPRISE,
36469,c10-1100007240,SPRITE PET 1.25L X12,,SPRITE,PET,1.25L,25L,COCA COLA ENTREPRISE
36473,c10-1100000373,SPRITE ZERO 1.5L X4,,SPRITE,PET,1.5L,5L,COCA COLA ENTREPRISE
36458,c10-1100002284,SPRITE 20CL VC X24,,SPRITE,BTL,20CL,COCA COLA ENTREPRISE,
36472,c10-1100000358,SPRITE PET 50CL X24,,SPRITE,PET,50CL,COCA COLA ENTREPRISE,
82080,mp-6231,SPRITE IVP 24/33 CL,,SPRITE,,,COCA COLA ENTREPRISE,
36463,c10-1100000353,SPRITE BIB 19L,,SPRITE,BIB,19L,COCA COLA ENTREPRISE,
36467,c10-1200049584,SPRITE MENTHE  1.5L PET X6,,SPRITE,PET,1.5L,5L,COCA COLA ENTREPRISE
86030,fb-10179,SPRITE                       PET 24X50CL,,SPRITE,,,COCA COLA ENTREPRISE,
86031,fb-15658,SPRITE                      PET 12X150CL,,SPRITE,,,COCA COLA ENTREPRISE,
36457,c10-1100000372,SPRITE 1.5L X4,,SPRITE,PET,1.5L,5L,COCA COLA ENTREPRISE
36470,c10-1100000357,SPRITE PET 1.5L X12,,SPRITE,PET,1.5L,5L,COCA COLA ENTREPRISE
36474,c10-1700000291,TEMP VERRES SPRITE,,SPRITE,BTL,1L,COCA COLA ENTREPRISE,
36456,c10-1200006920,SPRITE 1.5L PET X6,,SPRITE,PET,1.5L,5L,COCA COLA ENTREPRISE
82069,mp-477,BIB SPRITE 5 L,,SPRITE,,,COCA COLA ENTREPRISE,
36468,c10-1100006233,SPRITE MENTHE 33CL BTE SLIM X24,,SPRITE,BTE,33CL,COCA COLA ENTREPRISE,
36461,c10-1100003407,SPRITE 33CL VC X24,,SPRITE,BTL,33CL,COCA COLA ENTREPRISE,
83707,fb-10379,SPRITE                            BIB 5L,,SPRITE,,,COCA COLA ENTREPRISE,
36466,c10-1100000389,SPRITE BTE 33CL X6,,SPRITE,BTE,33CL,COCA COLA ENTREPRISE,
83972,fb-109274,SPRITE                       PET 12X50CL,84sogge-1158,SPRITE,PET,50CL,COCA COLA ENTREPRISE,
82072,mp-160442,SPRITE PET 12 X 50 CL,84sogge-1158,SPRITE,PET,50CL,COCA COLA ENTREPRISE,
36471,c10-1100005150,SPRITE PET 50CL X12,84sogge-1158,SPRITE,PET,50CL,COCA COLA ENTREPRISE,
36462,c10-1100000356,SPRITE 33CL VP X24,84sogge-1253,SPRITE,BTL,33CL,COCA COLA ENTREPRISE,
83884,fb-81252,SPRITE GC                    VP 24X33CL,84sogge-1253,SPRITE,BTL,33CL,COCA COLA ENTREPRISE,
82079,mp-488,BTE SPRITE 24X33 CL,87sogge-123,SPRITE,BTE,33CL,COCA COLA ENTREPRISE,
36459,c10-1100004935,SPRITE 33CL BTE SLIM X24,87sogge-123,SPRITE,BTE,33CL,COCA COLA ENTREPRISE,
83750,fb-109267,SPRITE SLIM                  BTE 24X33CL,87sogge-123,SPRITE,BTE,33CL,COCA COLA ENTREPRISE,
36465,c10-1100000355,SPRITE BTE 33CL X24,87sogge-135,SPRITE,BTE,33CL,COCA COLA ENTREPRISE,
83749,fb-10231,SPRITE DA                    BTE 24X33CL,87sogge-135,SPRITE,BTE,33CL,COCA COLA ENTREPRISE,
